lon,lat
-156.62695660842132,21.022522526670723
-156.60966366665662,21.021183015555664
-156.60328875872287,21.03122400872669
-156.5885634642985,21.030834479937713
-156.5819749763779,21.017436498451296
-156.55748516222346,21.011939297830093
-156.55085457654465,20.997971466160177
-156.54346443076045,21.00185532665371
-156.53722160461777,20.985819872564548
-156.52584666677282,20.985180574303754
-156.52550653006602,20.964675470417838
-156.50858691865017,20.947919345302335
-156.50726487013347,20.936844094021687
-156.49663947743895,20.93124400870304
-156.47966217114612,20.89814691948572
-156.4738580408786,20.900345562500302
-156.47872044468784,20.895853243714047
-156.47336915204642,20.891092816246328
-156.46516924560544,20.895011855992255
-156.47174408256296,20.90071157756717
-156.45150175070273,20.89673633471654
-156.42533159543453,20.909796269660394
-156.38370826321676,20.915979649675037
-156.37025739313776,20.92917883780991
-156.34978403940084,20.93874676874785
-156.33948766247264,20.935508291913887
-156.32170110311216,20.94725831860126
-156.30465430212126,20.939299166485807
-156.28188703453753,20.94558146908324
-156.27233378748053,20.934164251844784
-156.26252318930509,20.939621109133924
-156.25642058131035,20.932798514736902
-156.25250199968403,20.93795688444256
-156.2391830883838,20.93529077498612
-156.23920306820133,20.93027278180599
-156.22741421858325,20.928646061340366
-156.22719069699818,20.91469237263104
-156.21465890359175,20.91357125764401
-156.2137910947725,20.90425503893172
-156.16802984268355,20.87201930886123
-156.1670565286907,20.86010153614527
-156.1630418777901,20.8638214993172
-156.15228892529197,20.859688808397994
-156.14613597144498,20.865945053231027
-156.14384170402434,20.85795452776854
-156.13011606188724,20.858329036434718
-156.1286203143843,20.84096004606182
-156.12066724325018,20.838059598630274
-156.11319031458333,20.824253852201604
-156.08480117166027,20.827996856636926
-156.05684151337937,20.807318196751336
-156.03109120681256,20.80507245116512
-156.0007240881883,20.792421571129502
-156.00334539693063,20.788302133583667
-155.97936841183,20.765420408074707
-155.98679879145647,20.76020380162027
-155.97895654011427,20.756040343732362
-155.98822633998728,20.70779884522046
-156.0116972212154,20.682416485268643
-156.02641755974173,20.68045059728445
-156.03926024305005,20.66933004262521
-156.04692158037759,20.651665737887583
-156.06426767857872,20.64613933841083
-156.07868325846738,20.651158732813016
-156.09375142144106,20.640752567504283
-156.10757973594147,20.64111544390882
-156.1402130520242,20.618138905836258
-156.14541511599435,20.625707995361434
-156.17211141087427,20.620802807332588
-156.1787346686585,20.6269953351831
-156.1935977338254,20.628311547814462
-156.2977846621507,20.583030647068316
-156.34901498454786,20.583560981654337
-156.3735544785187,20.57438294304353
-156.3834762799322,20.58097487564934
-156.41232240250238,20.58293858887394
-156.41635125945635,20.597345288606842
-156.42171076852173,20.60037762318162
-156.42619805514013,20.593898552324873
-156.44127977243988,20.604532420760037
-156.4372917131081,20.61801671944662
-156.4523603607285,20.63343972547312
-156.44119386201464,20.650858555039314
-156.4414772419034,20.662230171319763
-156.4469544173835,20.71676034122805
-156.4566803816639,20.73623534337809
-156.4631438720765,20.78121377935371
-156.4845989040316,20.794404930394002
-156.49933548480732,20.796566145990585
-156.51362255460165,20.790742242820354
-156.52242473620876,20.776847041582496
-156.5367145170138,20.77402320594538
-156.60501671978616,20.80882295995113
-156.62357839099846,20.808313933005323
-156.6326832670966,20.82532547089814
-156.6480916729229,20.835348589519494
-156.68763817261825,20.88203346529009
-156.68494081535064,20.901536275523195
-156.69713418077978,20.9168671296804
-156.69712587995207,20.927300919547452
-156.6920222988658,20.948389328503538
-156.66651034364168,20.995795471134883
-156.66693983566236,21.006728351171855
-156.64999334758411,21.005378762048043
-156.63784200082054,21.01349984825256
-156.64114826266237,21.02404323306965
-156.62695660842132,21.022522526670723
