lon,lat
-156.9880545680304,20.92919712353521
-156.91496943165185,20.91986059179115
-156.89371126132824,20.912015565103744
-156.82912389800964,20.856441263545157
-156.80531203593304,20.817225368392062
-156.81104267287924,20.797218758480934
-156.83512614574414,20.761596557076796
-156.8666838021844,20.751633671575664
-156.87686405427027,20.742696107253238
-156.88773376759895,20.743109034941835
-156.89034854782312,20.735126161695195
-156.8985472025149,20.74037793284158
-156.96503428368072,20.731913533137508
-156.98183740528896,20.7535289097137
-156.99143224946764,20.78006207506957
-156.98911124776222,20.823770683281044
-157.00903958166148,20.85179648392379
-157.05008679799272,20.869790759303722
-157.0622385272444,20.891115861665483
-157.05694231534872,20.910266514251393
-157.0349126530073,20.92289146775654
-156.9880545680304,20.92919712353521
