lon,lat
-159.38705417625994,22.2219592146197
-159.382441181705,22.224655125027663
-159.38349216364398,22.21648904055782
-159.36439901047916,22.211412968063733
-159.35033501629684,22.21473509786298
-159.33185338514588,22.200482225097808
-159.3326943520879,22.19358852002876
-159.31317593718194,22.183717646220526
-159.30631538419894,22.150074444694468
-159.29317638041593,22.143287409641783
-159.2946149587246,22.11039379888647
-159.31663913684832,22.07541823870547
-159.31963913754743,22.058784198995234
-159.33571060255727,22.04484461172489
-159.3384665327672,22.017603211091203
-159.33256281118582,21.998734763199725
-159.34139816113606,21.993285804870567
-159.3300958547125,21.99149883155009
-159.3314191018732,21.958515350342278
-159.33575886320605,21.954511374532384
-159.35173446668188,21.960124415040255
-159.35772045420765,21.948693476555697
-159.3789075486931,21.94528170906499
-159.3517343519883,21.948157689900825
-159.34855804433943,21.953453310779125
-159.34630428303066,21.93744573673486
-159.38301729043863,21.919628621217825
-159.39007977059038,21.909112645551055
-159.38774685026195,21.902913960036354
-159.39747880255194,21.902974104854806
-159.41898898228877,21.882179050862018
-159.44345159838508,21.86846233648999
-159.48794513671444,21.885773419439325
-159.51276526900278,21.888101608724305
-159.52655461987882,21.88267300140404
-159.575085976639,21.892763197949332
-159.57524459088935,21.8974928215323
-159.59114409659662,21.896673536635607
-159.59141477473364,21.903950123308558
-159.60476505923413,21.89223678859727
-159.60822314326012,21.89987248119248
-159.63441788553263,21.913613658480426
-159.6493289425946,21.938725705322945
-159.66088886223812,21.942776225250803
-159.6672499895805,21.95276504216715
-159.75750261870408,21.97845391599089
-159.78521278718273,22.01499120387514
-159.78366661273182,22.065059064016623
-159.74540301236033,22.097190419532104
-159.73058658700924,22.13975956890297
-159.7069435258487,22.158968623207315
-159.66703235463422,22.167712569592986
-159.57983847746797,22.223711306754236
-159.54821109815194,22.224093439855267
-159.5407445856678,22.214195506268368
-159.51941465091767,22.215050007659663
-159.51378090200225,22.204062413520504
-159.50616309528868,22.202503959633127
-159.49781902131394,22.20810187662952
-159.4978272638086,22.22201443948139
-159.48578548437325,22.229550537019367
-159.46429600970197,22.22278245988039
-159.43614674197138,22.223029767376826
-159.4275961017372,22.21651573011542
-159.42466603312735,22.223730044170086
-159.40774016313304,22.225106831285423
-159.40225363603113,22.23246000587692
-159.38705417625994,22.2219592146197
