lon,lat
-156.5721780032554,20.603070110586543
-156.55099137749173,20.59215237035381
-156.5389638361829,20.576324045516824
-156.53721611047362,20.569242465258906
-156.5479114839107,20.56533079118867
-156.5543040244474,20.539496483948458
-156.5513144736641,20.533535348437336
-156.53349988474827,20.534488816916653
-156.53259890675986,20.526335946748837
-156.54461580919585,20.511941837401608
-156.55756633967576,20.518381357318948
-156.5857990619506,20.50775107107957
-156.59917651400264,20.523963970149524
-156.60397518659937,20.513117924445655
-156.61356551174927,20.516789580316345
-156.6403684555548,20.50497455517589
-156.6465220268057,20.515776465975847
-156.65775525369543,20.504473827511468
-156.67306004756244,20.50102239547993
-156.68135604660168,20.505043909743243
-156.68487594869592,20.515881650234377
-156.70065482916618,20.523912472022094
-156.6983675828668,20.533269269995984
-156.6763147840935,20.555713649187613
-156.64714278084188,20.5617221353663
-156.60934272190235,20.59040392928198
-156.5721780032554,20.603070110586543
