SourceFile,GPSLatitude,GPSLongitude,GPSLatitudeRef,GPSLongitudeRef,UserComment
C:/Users/kim/OneDrive/Desktop/timelinesr_doc/Photos/A1202730.JPG,33.818371,-118.3246983,N,W,Geotagged via timelinesr: Semantic Place
C:/Users/kim/OneDrive/Desktop/timelinesr_doc/Photos/A1202753.JPG,33.818371,-118.3246983,N,W,Geotagged via timelinesr: Semantic Place
C:/Users/kim/OneDrive/Desktop/timelinesr_doc/Photos/A1240119.JPG,34.1412219,-118.0233295,N,W,Geotagged via timelinesr: Semantic Place
C:/Users/kim/OneDrive/Desktop/timelinesr_doc/Photos/A1240352.JPG,34.1412219,-118.0233295,N,W,Geotagged via timelinesr: Semantic Place
C:/Users/kim/OneDrive/Desktop/timelinesr_doc/Photos/A1240480.JPG,34.1412219,-118.0233295,N,W,Geotagged via timelinesr: Semantic Place
