"date","start_time","start_temp_F","start_odo","start_city","end_time","end_temp_F","end_odo","end_city","miles_written","odo_miles","tz_shift_hr","raw_hours","elapsed_hours","gross_mph","source_page","note"
"2011-05-06","05:38",57,11660,"Lake San Marcos CA","15:04",65,12103,"Livermore CA",443.1,443,0,9.43,9.43,47,1,"RECONSTRUCTED from margin stamps, not a table. Both ends recorded."
"2011-05-07","07:55",53,12147,"Livermore CA",,,12508,"Trinidad CA",,361,0,,,,1,"RECONSTRUCTED. end_odo is the NEXT MORNING's departure stamp, so it may include evening local driving. No arrival time recorded."
"2011-05-08","07:40",47,12508,"Trinidad CA",,,12610,"Trinidad CA",,102,0,,,,1,"RECONSTRUCTED, same caveat. Out-and-back day: the Klamath fill at 12,559 is the turn."
"2011-05-09","08:04",46,12610,"Trinidad CA",,,12850,"Healdsburg CA",,240,0,,,,1,"RECONSTRUCTED, same caveat."
"2011-05-10","10:20",76,12850,"Healdsburg CA",,,13154,"San Luis Obispo CA",,304,0,,,,3,"RECONSTRUCTED, same caveat."
"2011-05-11","08:26",54,13154,"San Luis Obispo CA","17:24",64,13461,"Lake San Marcos CA",,307,0,8.97,8.97,34.2,3,"RECONSTRUCTED. Trip total 1,801.5 written by Kim: 13,461 - 11,660 = 1,801, checks."
