FileName,base_name,file_type,file_ext,timestamp_precise,SequenceNumber,FileType,FileSize,DateTimeOriginal,SubSecTimeOriginal,ExposureTime,FNumber,ISO,ExposureCompensation,ExposureMode,ExposureProgram,FocalLength,FocusMode,FocusDistance2,ImageWidth,ImageHeight,Orientation,LensModel,Model,ReleaseMode2,AFPointSelected,subsec
A1205808.JPG,A1205808,JPG,jpg,2025-09-27T13:41:46Z,0,JPEG,26740667,2025:09:27 13:41:46,033,0.00125,6.3,640,0,1,1,50,3,34.7189420015845,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,33
A1205808.ARW,A1205808,RAW,arw,2025-09-27T13:41:46Z,0,ARW,77455360,2025:09:27 13:41:46,033,0.00125,6.3,640,0,1,1,50,3,34.7189420015845,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,33
A1205809.JPG,A1205809,JPG,jpg,2025-09-27T13:46:20Z,0,JPEG,22042323,2025:09:27 13:46:18,228,0.00125,6.3,250,-2.3,1,1,50,3,33.2490925990658,8640,5760,8,FE 50-150mm F2 GM,ILCE-1M2,223,0,228
A1205809.ARW,A1205809,RAW,arw,2025-09-27T13:46:20Z,0,ARW,69455872,2025:09:27 13:46:18,228,0.00125,6.3,250,-2.3,1,1,50,3,33.2490925990658,8704,6144,8,FE 50-150mm F2 GM,ILCE-1M2,223,0,228
A1205811.JPG,A1205811,JPG,jpg,2025-09-27T13:46:20Z,0,JPEG,21931165,2025:09:27 13:46:19,141,0.00125,6.3,250,-2.3,1,1,50,3,34.7189420015845,8640,5760,8,FE 50-150mm F2 GM,ILCE-1M2,223,0,141
A1205811.ARW,A1205811,RAW,arw,2025-09-27T13:46:20Z,0,ARW,69165056,2025:09:27 13:46:19,141,0.00125,6.3,250,-2.3,1,1,50,3,34.7189420015845,8704,6144,8,FE 50-150mm F2 GM,ILCE-1M2,223,0,141
A1205810.JPG,A1205810,JPG,jpg,2025-09-27T13:46:24Z,0,JPEG,22213616,2025:09:27 13:46:18,626,0.00125,6.3,250,-2.3,1,1,50,3,30.4937021440697,8640,5760,8,FE 50-150mm F2 GM,ILCE-1M2,223,0,626
A1205810.ARW,A1205810,RAW,arw,2025-09-27T13:46:24Z,0,ARW,69545984,2025:09:27 13:46:18,626,0.00125,6.3,250,-2.3,1,1,50,3,30.4937021440697,8704,6144,8,FE 50-150mm F2 GM,ILCE-1M2,223,0,626
A1205812.JPG,A1205812,JPG,jpg,2025-09-27T13:46:25Z,0,JPEG,22064124,2025:09:27 13:46:19,608,0.00125,6.3,250,-2.3,1,1,50,3,34.7189420015845,8640,5760,8,FE 50-150mm F2 GM,ILCE-1M2,223,0,608
A1205812.ARW,A1205812,RAW,arw,2025-09-27T13:46:25Z,0,ARW,69296128,2025:09:27 13:46:19,608,0.00125,6.3,250,-2.3,1,1,50,3,34.7189420015845,8704,6144,8,FE 50-150mm F2 GM,ILCE-1M2,223,0,608
A1205813.JPG,A1205813,JPG,jpg,2025-09-27T13:46:28Z,0,JPEG,22395891,2025:09:27 13:46:19,911,0.00125,6.3,250,-2.3,1,1,50,3,29.2029890497713,8640,5760,8,FE 50-150mm F2 GM,ILCE-1M2,223,0,911
A1205813.ARW,A1205813,RAW,arw,2025-09-27T13:46:28Z,0,ARW,69500928,2025:09:27 13:46:19,911,0.00125,6.3,250,-2.3,1,1,50,3,29.2029890497713,8704,6144,8,FE 50-150mm F2 GM,ILCE-1M2,223,0,911
A1205814.JPG,A1205814,JPG,jpg,2025-09-27T13:48:19Z,0,JPEG,14346198,2025:09:27 13:48:16,356,0.00125,6.3,100,-2.3,1,1,50,3,4.19988657488323,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,223,0,356
A1205814.ARW,A1205814,RAW,arw,2025-09-27T13:48:19Z,0,ARW,61079552,2025:09:27 13:48:16,356,0.00125,6.3,100,-2.3,1,1,50,3,4.19988657488323,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,223,0,356
A1205815.JPG,A1205815,JPG,jpg,2025-09-27T13:48:24Z,0,JPEG,14243328,2025:09:27 13:48:17,749,0.00125,6.3,100,-2.3,1,1,50,3,3.85546276800871,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,223,0,749
A1205815.ARW,A1205815,RAW,arw,2025-09-27T13:48:24Z,0,ARW,61001728,2025:09:27 13:48:17,749,0.00125,6.3,100,-2.3,1,1,50,3,3.85546276800871,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,223,0,749
A1205816.JPG,A1205816,JPG,jpg,2025-09-27T13:48:51Z,0,JPEG,25523459,2025:09:27 13:48:51,021,0.00125,6.3,1600,0,1,1,50,3,12.85,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,21
A1205816.ARW,A1205816,RAW,arw,2025-09-27T13:48:51Z,0,ARW,79122432,2025:09:27 13:48:51,021,0.00125,6.3,1600,0,1,1,50,3,12.85,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,21
A1205817.JPG,A1205817,JPG,jpg,2025-09-27T13:49:01Z,0,JPEG,25544055,2025:09:27 13:48:57,415,0.00125,6.3,1250,0,1,1,50,3,30.4937021440697,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,415
A1205817.ARW,A1205817,RAW,arw,2025-09-27T13:49:01Z,0,ARW,78258176,2025:09:27 13:48:57,415,0.00125,6.3,1250,0,1,1,50,3,30.4937021440697,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,415
A1205818.JPG,A1205818,JPG,jpg,2025-09-27T13:49:08Z,0,JPEG,19916346,2025:09:27 13:49:04,473,0.00125,6.3,640,-1,1,1,50,3,22.5300276527782,8640,5760,8,FE 50-150mm F2 GM,ILCE-1M2,255,0,473
A1205818.ARW,A1205818,RAW,arw,2025-09-27T13:49:08Z,0,ARW,67624960,2025:09:27 13:49:04,473,0.00125,6.3,640,-1,1,1,50,3,22.5300276527782,8704,6144,8,FE 50-150mm F2 GM,ILCE-1M2,255,0,473
A1205819.JPG,A1205819,JPG,jpg,2025-09-27T13:49:16Z,0,JPEG,18545800,2025:09:27 13:49:11,514,0.00125,6.3,1000,-1,1,1,50,3,4.98507464130541,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,514
A1205819.ARW,A1205819,RAW,arw,2025-09-27T13:49:16Z,0,ARW,69165056,2025:09:27 13:49:11,514,0.00125,6.3,1000,-1,1,1,50,3,4.98507464130541,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,514
A1205821.JPG,A1205821,JPG,jpg,2025-09-27T13:51:01Z,0,JPEG,19445110,2025:09:27 13:50:59,269,0.00125,6.3,250,-1,1,1,67,3,50.7280441103086,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,269
A1205821.ARW,A1205821,RAW,arw,2025-09-27T13:51:01Z,0,ARW,65105920,2025:09:27 13:50:59,269,0.00125,6.3,250,-1,1,1,67,3,50.7280441103086,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,269
A1205820.JPG,A1205820,JPG,jpg,2025-09-27T13:51:02Z,0,JPEG,18855574,2025:09:27 13:50:57,505,0.00125,6.3,250,-1,1,1,109,3,79.0334304889177,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,505
A1205820.ARW,A1205820,RAW,arw,2025-09-27T13:51:02Z,0,ARW,64528384,2025:09:27 13:50:57,505,0.00125,6.3,250,-1,1,1,109,3,79.0334304889177,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,505
A1205822.JPG,A1205822,JPG,jpg,2025-09-27T13:51:37Z,0,JPEG,17153158,2025:09:27 13:51:28,929,0.00125,6.3,1600,-1,1,1,67,3,1.7934456358496,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,929
A1205822.ARW,A1205822,RAW,arw,2025-09-27T13:51:37Z,0,ARW,67633152,2025:09:27 13:51:28,929,0.00125,6.3,1600,-1,1,1,67,3,1.7934456358496,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,929
A1205825.JPG,A1205825,JPG,jpg,2025-09-27T13:52:18Z,0,JPEG,19987586,2025:09:27 13:52:17,160,0.00125,6.3,1600,-1,1,1,67,3,9.41919431533725,8640,5760,8,FE 50-150mm F2 GM,ILCE-1M2,255,0,160
A1205825.ARW,A1205825,RAW,arw,2025-09-27T13:52:18Z,0,ARW,73216000,2025:09:27 13:52:17,160,0.00125,6.3,1600,-1,1,1,67,3,9.41919431533725,8704,6144,8,FE 50-150mm F2 GM,ILCE-1M2,255,0,160
A1205824.JPG,A1205824,JPG,jpg,2025-09-27T13:52:19Z,0,JPEG,19406433,2025:09:27 13:52:16,342,0.00125,6.3,1600,-1,1,1,67,3,9.0226919580975,8640,5760,8,FE 50-150mm F2 GM,ILCE-1M2,255,0,342
A1205824.ARW,A1205824,RAW,arw,2025-09-27T13:52:19Z,0,ARW,72028160,2025:09:27 13:52:16,342,0.00125,6.3,1600,-1,1,1,67,3,9.0226919580975,8704,6144,8,FE 50-150mm F2 GM,ILCE-1M2,255,0,342
A1205823.JPG,A1205823,JPG,jpg,2025-09-27T13:52:19Z,0,JPEG,20103416,2025:09:27 13:52:11,861,0.00125,6.3,1600,-1,1,1,67,3,9.41919431533725,8640,5760,8,FE 50-150mm F2 GM,ILCE-1M2,255,0,861
A1205823.ARW,A1205823,RAW,arw,2025-09-27T13:52:19Z,0,ARW,73191424,2025:09:27 13:52:11,861,0.00125,6.3,1600,-1,1,1,67,3,9.41919431533725,8704,6144,8,FE 50-150mm F2 GM,ILCE-1M2,255,0,861
A1205827.JPG,A1205827,JPG,jpg,2025-09-27T13:52:20Z,0,JPEG,19993092,2025:09:27 13:52:18,215,0.00125,6.3,1600,-1,1,1,67,3,9.83325133167339,8640,5760,8,FE 50-150mm F2 GM,ILCE-1M2,255,0,215
A1205827.ARW,A1205827,RAW,arw,2025-09-27T13:52:20Z,0,ARW,73809920,2025:09:27 13:52:18,215,0.00125,6.3,1600,-1,1,1,67,3,9.83325133167339,8704,6144,8,FE 50-150mm F2 GM,ILCE-1M2,255,0,215
A1205826.JPG,A1205826,JPG,jpg,2025-09-27T13:52:22Z,0,JPEG,20007454,2025:09:27 13:52:17,527,0.00125,6.3,1600,-1,1,1,67,3,10.2656402182633,8640,5760,8,FE 50-150mm F2 GM,ILCE-1M2,255,0,527
A1205826.ARW,A1205826,RAW,arw,2025-09-27T13:52:22Z,0,ARW,73293824,2025:09:27 13:52:17,527,0.00125,6.3,1600,-1,1,1,67,3,10.2656402182633,8704,6144,8,FE 50-150mm F2 GM,ILCE-1M2,255,0,527
A1205828.JPG,A1205828,JPG,jpg,2025-09-27T13:53:54Z,0,JPEG,12163017,2025:09:27 13:53:54,088,0.00125,6.3,800,-1,1,1,70,3,1.87374917178316,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,223,0,88
A1205828.ARW,A1205828,RAW,arw,2025-09-27T13:53:54Z,0,ARW,60383232,2025:09:27 13:53:54,088,0.00125,6.3,800,-1,1,1,70,3,1.87374917178316,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,223,0,88
A1205829.JPG,A1205829,JPG,jpg,2025-09-27T13:54:40Z,0,JPEG,23354891,2025:09:27 13:54:40,049,0.00125,6.3,1000,-1,1,1,124,3,2.6969296764276,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,49
A1205829.ARW,A1205829,RAW,arw,2025-09-27T13:54:40Z,0,ARW,72466432,2025:09:27 13:54:40,049,0.00125,6.3,1000,-1,1,1,124,3,2.6969296764276,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,49
A1205830.JPG,A1205830,JPG,jpg,2025-09-27T13:55:08Z,0,JPEG,22991801,2025:09:27 13:54:59,918,0.00125,6.3,4000,-1,1,1,50,3,39.5305971304433,8640,5760,8,FE 50-150mm F2 GM,ILCE-1M2,255,0,918
A1205830.ARW,A1205830,RAW,arw,2025-09-27T13:55:08Z,0,ARW,76181504,2025:09:27 13:54:59,918,0.00125,6.3,4000,-1,1,1,50,3,39.5305971304433,8704,6144,8,FE 50-150mm F2 GM,ILCE-1M2,255,0,918
A1205831.JPG,A1205831,JPG,jpg,2025-09-27T13:55:08Z,0,JPEG,20588997,2025:09:27 13:55:03,550,0.00125,6.3,2000,-1,1,1,50,3,9.50168733401279,8640,5760,8,FE 50-150mm F2 GM,ILCE-1M2,255,0,550
A1205831.ARW,A1205831,RAW,arw,2025-09-27T13:55:08Z,0,ARW,73490432,2025:09:27 13:55:03,550,0.00125,6.3,2000,-1,1,1,50,3,9.50168733401279,8704,6144,8,FE 50-150mm F2 GM,ILCE-1M2,255,0,550
A1205832.JPG,A1205832,JPG,jpg,2025-09-27T13:55:24Z,0,JPEG,16753725,2025:09:27 13:55:20,428,0.00125,6.3,3200,-1,1,1,150,3,1.70620746558121,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,428
A1205832.ARW,A1205832,RAW,arw,2025-09-27T13:55:24Z,0,ARW,67633152,2025:09:27 13:55:20,428,0.00125,6.3,3200,-1,1,1,150,3,1.70620746558121,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,428
A1205834.JPG,A1205834,JPG,jpg,2025-09-27T13:55:45Z,0,JPEG,10340629,2025:09:27 13:55:45,035,0.00125,6.3,1000,-1,1,1,122,3,1.14121121164916,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,35
A1205834.ARW,A1205834,RAW,arw,2025-09-27T13:55:45Z,0,ARW,60624896,2025:09:27 13:55:45,035,0.00125,6.3,1000,-1,1,1,122,3,1.14121121164916,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,35
A1205833.JPG,A1205833,JPG,jpg,2025-09-27T13:55:49Z,0,JPEG,10352192,2025:09:27 13:55:44,585,0.00125,6.3,1000,-1,1,1,122,3,1.18633554708129,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,585
A1205833.ARW,A1205833,RAW,arw,2025-09-27T13:55:49Z,0,ARW,60657664,2025:09:27 13:55:44,585,0.00125,6.3,1000,-1,1,1,122,3,1.18633554708129,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,585
A1205836.JPG,A1205836,JPG,jpg,2025-09-27T13:56:27Z,0,JPEG,16788431,2025:09:27 13:56:25,263,0.00125,6.3,2500,-1,1,1,150,3,153.75,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,263
A1205836.ARW,A1205836,RAW,arw,2025-09-27T13:56:27Z,0,ARW,67629056,2025:09:27 13:56:25,263,0.00125,6.3,2500,-1,1,1,150,3,153.75,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,263
A1205837.JPG,A1205837,JPG,jpg,2025-09-27T13:56:29Z,0,JPEG,15577155,2025:09:27 13:56:26,358,0.00125,6.3,2000,-1,1,1,150,3,129.311689382971,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,358
A1205837.ARW,A1205837,RAW,arw,2025-09-27T13:56:29Z,0,ARW,65474560,2025:09:27 13:56:26,358,0.00125,6.3,2000,-1,1,1,150,3,129.311689382971,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,358
A1205835.JPG,A1205835,JPG,jpg,2025-09-27T13:56:31Z,0,JPEG,15901583,2025:09:27 13:56:24,767,0.00125,6.3,2000,-1,1,1,150,3,153.75,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,767
A1205835.ARW,A1205835,RAW,arw,2025-09-27T13:56:31Z,0,ARW,66109440,2025:09:27 13:56:24,767,0.00125,6.3,2000,-1,1,1,150,3,153.75,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,767
A1205838.JPG,A1205838,JPG,jpg,2025-09-27T13:57:05Z,0,JPEG,16526981,2025:09:27 13:56:56,995,0.00125,6.3,1250,-1,1,1,81,3,56.2446860425668,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,995
A1205838.ARW,A1205838,RAW,arw,2025-09-27T13:57:05Z,0,ARW,65466368,2025:09:27 13:56:56,995,0.00125,6.3,1250,-1,1,1,81,3,56.2446860425668,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,995
A1205839.JPG,A1205839,JPG,jpg,2025-09-27T13:57:26Z,0,JPEG,14701110,2025:09:27 13:57:23,328,0.00125,6.3,2500,-1,1,1,150,3,1.51654636170803,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,328
A1205839.ARW,A1205839,RAW,arw,2025-09-27T13:57:26Z,0,ARW,63733760,2025:09:27 13:57:23,328,0.00125,6.3,2500,-1,1,1,150,3,1.51654636170803,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,328
A1205840.JPG,A1205840,JPG,jpg,2025-09-27T13:57:40Z,0,JPEG,14047834,2025:09:27 13:57:32,813,0.00125,6.3,2500,-1,1,1,129,3,0.996805100541833,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,813
A1205840.ARW,A1205840,RAW,arw,2025-09-27T13:57:40Z,0,ARW,66547712,2025:09:27 13:57:32,813,0.00125,6.3,2500,-1,1,1,129,3,0.996805100541833,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,813
A1205841.JPG,A1205841,JPG,jpg,2025-09-27T13:57:42Z,0,JPEG,13926338,2025:09:27 13:57:33,916,0.00125,6.3,2500,-1,1,1,129,3,0.996805100541833,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,916
A1205841.ARW,A1205841,RAW,arw,2025-09-27T13:57:42Z,0,ARW,66400256,2025:09:27 13:57:33,916,0.00125,6.3,2500,-1,1,1,129,3,0.996805100541833,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,916
A1205842.JPG,A1205842,JPG,jpg,2025-09-27T13:58:22Z,0,JPEG,18347229,2025:09:27 13:58:22,003,0.00125,6.3,1600,-1,1,1,81,3,117.381529717474,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,3
A1205842.ARW,A1205842,RAW,arw,2025-09-27T13:58:22Z,0,ARW,70696960,2025:09:27 13:58:22,003,0.00125,6.3,1600,-1,1,1,81,3,117.381529717474,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,3
A1205844.JPG,A1205844,JPG,jpg,2025-09-27T13:58:43Z,0,JPEG,21416653,2025:09:27 13:58:41,252,0.00125,7.1,2000,-1,1,1,82,3,95.7038040832499,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,252
A1205844.ARW,A1205844,RAW,arw,2025-09-27T13:58:43Z,0,ARW,73699328,2025:09:27 13:58:41,252,0.00125,7.1,2000,-1,1,1,82,3,95.7038040832499,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,252
A1205843.JPG,A1205843,JPG,jpg,2025-09-27T13:58:49Z,0,JPEG,21661159,2025:09:27 13:58:40,932,0.00125,7.1,2000,-1,1,1,82,3,104.358316764186,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,932
A1205843.ARW,A1205843,RAW,arw,2025-09-27T13:58:49Z,0,ARW,73920512,2025:09:27 13:58:40,932,0.00125,7.1,2000,-1,1,1,82,3,104.358316764186,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,932
A1205845.JPG,A1205845,JPG,jpg,2025-09-27T14:00:27Z,0,JPEG,16115167,2025:09:27 14:00:23,497,0.00125,7.1,250,-2,1,1,54,3,74.9389147234224,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,223,0,497
A1205845.ARW,A1205845,RAW,arw,2025-09-27T14:00:27Z,0,ARW,62898176,2025:09:27 14:00:23,497,0.00125,7.1,250,-2,1,1,54,3,74.9389147234224,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,223,0,497
A1205846.JPG,A1205846,JPG,jpg,2025-09-27T14:00:28Z,0,JPEG,12595788,2025:09:27 14:00:25,308,0.00125,7.1,125,-3,1,1,54,3,85.3320898017575,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,223,0,308
A1205846.ARW,A1205846,RAW,arw,2025-09-27T14:00:28Z,0,ARW,58765312,2025:09:27 14:00:25,308,0.00125,7.1,125,-3,1,1,54,3,85.3320898017575,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,223,0,308
A1205847.JPG,A1205847,JPG,jpg,2025-09-27T14:00:31Z,0,JPEG,12806105,2025:09:27 14:00:25,623,0.00125,7.1,125,-3,1,1,54,3,63.024456347506,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,223,0,623
A1205847.ARW,A1205847,RAW,arw,2025-09-27T14:00:31Z,0,ARW,58933248,2025:09:27 14:00:25,623,0.00125,7.1,125,-3,1,1,54,3,63.024456347506,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,223,0,623
A1205849.JPG,A1205849,JPG,jpg,2025-09-27T14:02:04Z,0,JPEG,14254910,2025:09:27 14:02:03,159,0.00125,7.1,400,-0.7,1,1,150,3,95.5246799672436,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,159
A1205849.ARW,A1205849,RAW,arw,2025-09-27T14:02:04Z,0,ARW,62251008,2025:09:27 14:02:03,159,0.00125,7.1,400,-0.7,1,1,150,3,95.5246799672436,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,159
A1205848.JPG,A1205848,JPG,jpg,2025-09-27T14:02:08Z,0,JPEG,14191844,2025:09:27 14:02:01,780,0.00125,7.1,400,-0.7,1,1,150,3,99.7472777971975,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,223,0,780
A1205848.ARW,A1205848,RAW,arw,2025-09-27T14:02:08Z,0,ARW,62390272,2025:09:27 14:02:01,780,0.00125,7.1,400,-0.7,1,1,150,3,99.7472777971975,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,223,0,780
A1205850.JPG,A1205850,JPG,jpg,2025-09-27T14:02:08Z,0,JPEG,14233532,2025:09:27 14:02:05,395,0.00125,7.1,400,-0.7,1,1,150,3,91.481106432209,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,223,0,395
A1205850.ARW,A1205850,RAW,arw,2025-09-27T14:02:08Z,0,ARW,62328832,2025:09:27 14:02:05,395,0.00125,7.1,400,-0.7,1,1,150,3,91.481106432209,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,223,0,395
A1205851.JPG,A1205851,JPG,jpg,2025-09-27T14:02:10Z,0,JPEG,14094856,2025:09:27 14:02:08,229,0.00125,7.1,400,-0.7,1,1,150,3,95.5246799672436,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,223,0,229
A1205851.ARW,A1205851,RAW,arw,2025-09-27T14:02:10Z,0,ARW,62345216,2025:09:27 14:02:08,229,0.00125,7.1,400,-0.7,1,1,150,3,95.5246799672436,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,223,0,229
A1205853.JPG,A1205853,JPG,jpg,2025-09-27T14:02:54Z,0,JPEG,6510581,2025:09:27 14:02:52,240,0.00125,7.1,100,-0.7,1,1,150,3,147.237863915301,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,240
A1205853.ARW,A1205853,RAW,arw,2025-09-27T14:02:54Z,0,ARW,56000512,2025:09:27 14:02:52,240,0.00125,7.1,100,-0.7,1,1,150,3,147.237863915301,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,240
A1205852.JPG,A1205852,JPG,jpg,2025-09-27T14:02:59Z,0,JPEG,6497447,2025:09:27 14:02:51,883,0.00125,7.1,100,-0.7,1,1,150,3,153.75,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,883
A1205852.ARW,A1205852,RAW,arw,2025-09-27T14:02:59Z,0,ARW,55996416,2025:09:27 14:02:51,883,0.00125,7.1,100,-0.7,1,1,150,3,153.75,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,883
A1205854.JPG,A1205854,JPG,jpg,2025-09-27T14:23:19Z,0,JPEG,11450767,2025:09:27 14:23:17,277,0.00125,7.1,1600,-0.7,1,1,150,3,5.38443711679324,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,93,0,277
A1205854.ARW,A1205854,RAW,arw,2025-09-27T14:23:19Z,0,ARW,62365696,2025:09:27 14:23:17,277,0.00125,7.1,1600,-0.7,1,1,150,3,5.38443711679324,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,93,0,277
A1205855.JPG,A1205855,JPG,jpg,2025-09-27T14:23:25Z,0,JPEG,12744358,2025:09:27 14:23:21,411,0.00125,7.1,2000,-0.7,1,1,150,3,5.38443711679324,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,93,0,411
A1205855.ARW,A1205855,RAW,arw,2025-09-27T14:23:25Z,0,ARW,65019904,2025:09:27 14:23:21,411,0.00125,7.1,2000,-0.7,1,1,150,3,5.38443711679324,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,93,0,411
A1205856.JPG,A1205856,JPG,jpg,2025-09-27T14:23:29Z,0,JPEG,12766652,2025:09:27 14:23:21,808,0.00125,7.1,2000,-0.7,1,1,150,3,5.38443711679324,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,93,0,808
A1205856.ARW,A1205856,RAW,arw,2025-09-27T14:23:29Z,0,ARW,65118208,2025:09:27 14:23:21,808,0.00125,7.1,2000,-0.7,1,1,150,3,5.38443711679324,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,93,0,808
A1205857.JPG,A1205857,JPG,jpg,2025-09-27T14:25:23Z,0,JPEG,9246832,2025:09:27 14:25:20,364,0.00125,7.1,640,-0.7,1,1,132,3,8.58,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,364
A1205857.ARW,A1205857,RAW,arw,2025-09-27T14:25:23Z,0,ARW,58847232,2025:09:27 14:25:20,364,0.00125,7.1,640,-0.7,1,1,132,3,8.58,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,364
A1205858.JPG,A1205858,JPG,jpg,2025-09-27T14:25:37Z,0,JPEG,13329767,2025:09:27 14:25:28,942,0.00125,7.1,3200,-0.7,1,1,132,3,2.15445812883539,8640,5760,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,942
A1205858.ARW,A1205858,RAW,arw,2025-09-27T14:25:37Z,0,ARW,65376256,2025:09:27 14:25:28,942,0.00125,7.1,3200,-0.7,1,1,132,3,2.15445812883539,8704,6144,1,FE 50-150mm F2 GM,ILCE-1M2,255,0,942
A1205861.JPG,A1205861,JPG,jpg,2025-09-27T14:25:43Z,0,JPEG,11972584,2025:09:27 14:25:41,257,0.00125,7.1,3200,-0.7,1,1,50,3,3.25,8640,5760,8,FE 50-150mm F2 GM,ILCE-1M2,255,0,257
A1205861.ARW,A1205861,RAW,arw,2025-09-27T14:25:43Z,0,ARW,67813376,2025:09:27 14:25:41,257,0.00125,7.1,3200,-0.7,1,1,50,3,3.25,8704,6144,8,FE 50-150mm F2 GM,ILCE-1M2,255,0,257
A1205859.JPG,A1205859,JPG,jpg,2025-09-27T14:25:44Z,0,JPEG,12016427,2025:09:27 14:25:39,533,0.00125,7.1,4000,-0.7,1,1,50,3,2.74086852881189,8640,5760,8,FE 50-150mm F2 GM,ILCE-1M2,255,0,533
A1205859.ARW,A1205859,RAW,arw,2025-09-27T14:25:44Z,0,ARW,67637248,2025:09:27 14:25:39,533,0.00125,7.1,4000,-0.7,1,1,50,3,2.74086852881189,8704,6144,8,FE 50-150mm F2 GM,ILCE-1M2,255,0,533
