Row,FileName,Event,Description,Location,City,GPSLatitude,GPSLongitude
1,DSC01234.JPG,Flowers,Iris,Kyoto Botanical Garden,Kyoto,35.0501,135.76031
2,DSC01244.JPG,Flowers,Statue,Kyoto Botanical Garden,Kyoto,35.0501,135.76031
3,DSC01254.JPG,Flowers,Purple flower,Kyoto Botanical Garden,Kyoto,35.0501,135.76031
4,DSC01275.JPG,Flowers,Pink puff,Kyoto Botanical Garden,Kyoto,35.0501,135.76031
5,DSC01282.JPG,Flowers,Purple and Yellow,Kyoto Botanical Garden,Kyoto,35.0501,135.76031
6,DSC01496.JPG,Flowers,Hanging Red,Kyoto Botanical Garden,Kyoto,35.0501,135.76031
7,DSC01541.JPG,Flowers,Pink,Kyoto Botanical Garden,Kyoto,35.0501,135.76031
