SourceFile,GPSLatitude,GPSLongitude,GPSLatitudeRef,GPSLongitudeRef,UserComment
C:/Users/kim/OneDrive/Desktop/timelinesr/Photos/A1237500.JPG,34.1412219,-118.0233295,N,W,Geotagged via timelinesr: Semantic Place
C:/Users/kim/OneDrive/Desktop/timelinesr/Photos/A1237784.JPG,34.1412219,-118.0233295,N,W,Geotagged via timelinesr: Semantic Place
C:/Users/kim/OneDrive/Desktop/timelinesr/Photos/A1238808.JPG,34.1412219,-118.0233295,N,W,Geotagged via timelinesr: Semantic Place
C:/Users/kim/OneDrive/Desktop/timelinesr/Photos/A1239564.JPG,34.1412219,-118.0233295,N,W,Geotagged via timelinesr: Semantic Place
C:/Users/kim/OneDrive/Desktop/timelinesr/Photos/A1252464.JPG,33.818371,-118.3246983,N,W,Geotagged via timelinesr: Semantic Place
