key,scientificName,family,recordedBy,recordNumber,eventDate,verbatimEventDate,countryCode,stateProvince,county,locality,verbatimLocality,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,elevation,verbatimElevation,habitat,reproductiveCondition,occurrenceRemarks,fieldNotes,identifiedBy,dateIdentified,typeStatus,institutionCode,collectionCode,catalogNumber,preparations
5956413754,Metrosideros waialealae var. waialealae,Myrtaceae,"Wood, K.R.; Statler, C; Brimhall, M.",17494,2017-08-02,2-Aug-17,US,Hawaii,,"Hanalei District. Lumahai, ridge climbing to west side along proposed ""middle"" fence-line.",,,,,525.0,525 m,"Metrosideros-Dicranopteris lowland wet ridge, 90% open forest of Metrosiderso polymorpha glaberrima w/ scattered individuals of Antidesma platyphylla, Syzygium sandwicensis, Myrsine lessertiana, Ilex anomala, Bobea elatior, Scaevola procera, Psy",,"Lat/Long: 22.131684, -159.524803; Tree, 5 m tall, branches weeping, bark corky, stamens red, occasional.",,,,NotAType,BISH,,778543,
6132062250,Metrosideros polymorpha Gaudich.,Myrtaceae,"Wood, K.R.; Statler, C.; Brimhall, M.",17491,2017-08-02T00:00,,US,,,"Hanalei District, Lumahai, ridge climbing to west side along proposed 'middle' fence-line.",,22.131718,-159.525239,,533.0,,,,,,,,,K,Herbarium,K001934308,
4876400333,Metrosideros elegans (Montrouz.) Beauvis.,Myrtaceae,"Bruy, D.|Bruy|Laudereau), D.(Leg.",,2017-09-08,,NC,Province Nord,Poindimié,,"Amoa, cascade sur le GR reliant la vallée d'Amoa à celle de la Tchamba",-20.52953,164.341,,220.0,,,,,"Arbre 4 m, Petit arbre sur rocher, double tige, ramifié, dbh=20 cm. Pétiole et nervure primaire jaune. Bourgeon jaunâtre. Fruits bruns déjà ouverts, 3 valves et 6 loges, pas de graines",Donnat,,,UM,MPU,MPU1379652,hb
1455722648,Metrosideros bartlettii J.W.Dawson,Myrtaceae,"Lange|de, P.J.",,2007-11-15,,NZ,Northland,,,"Ex Cult. New Zealand, North Island, Te Paki Ecological Region and District, Te Paki, Radar Bush. Flowering branches taken for a tree at The University of Auckland City campus,",-34.46667,172.76667,,,,,,,7080,,,,MNHN,P,P01048379,hb
1843434240,Metrosideros umbellata Cav.,Myrtaceae,A J Townsend,,2007-11-28,,NZ,,,,"New Zealand, North Island, Eastern Northland & Islands Ecological Region and District, Bream Head track (Mt Lion)",-35.8525,174.54,500.0,,213.5m,,,,,,,,AK,AK,AK319121,
1843436165,Metrosideros carminea W.R.B.Oliv.,Myrtaceae,A J Townsend,,2007-11-23,,NZ,,,,"New Zealand, North Island, Eastern Northland & Islands Ecological Region and District, Bream Head track (Bream Head end)",-35.855,174.571944,,,345m,,,,,,,,AK,AK,AK320912,
2883316731,Metrosideros bartlettii J.W.Dawson,Myrtaceae,P J de Lange,,2007-11-15,,NZ,,,,,,,,,,,,,,,,,,,AK301161,
3336970351,Metrosideros perforata (J.R.Forst. & G.Forst.) A.Rich.,Myrtaceae,NA Martin,,2007-11-18,18/11/2007,NZ,,Auckland,,"Waitakere Ranges, Upper Nihotupu Dam Walk",,,,,,"Adult feeding on leaves, large and small beetles",,,,,,,New Zealand Arthropod Collection,NZAC,NZAC06005112,
3336971341,Metrosideros perforata (J.R.Forst. & G.Forst.) A.Rich.,Myrtaceae,NA Martin,,2007-11-25,25/11/2007,NZ,,Auckland,,"Manurewa, Murphys Bush",-36.966,174.916,,,,"Adult feeding on leaves, large and small beetles",,,,,,,New Zealand Arthropod Collection,NZAC,NZAC06005110,
3336985349,Metrosideros perforata (J.R.Forst. & G.Forst.) A.Rich.,Myrtaceae,NA Martin,,2007-11-18,18/11/2007,NZ,,Auckland,,"Waitakere Ranges, Upper Nihotupu Dam Walk",,,,,,"Adult feeding on leaves, large and small beetles",,,,,,,New Zealand Arthropod Collection,NZAC,NZAC06005111,
1091268926,Metrosideros robusta A.Cunn.,Myrtaceae,Peter J de Lange|P.B. Cashmore,,2007-12-08,08 Dec 2007,NZ,South Auckland Land District,Rotorua,,"North Island, Northern Volcanic Plateau Ecological Region, Rotorua, Kuiarau Park",-38.132864,176.243098,,300.0,c. 300m,,,,,Peter J. de Lange,2007-12-08T00:00:00,,CHR,CHR,CHR 552520,
1843422943,Metrosideros carminea W.R.B.Oliv.,Myrtaceae,L J Forester,,2007-12-14,,NZ,,,,"New Zealand, North Island, Eastern Northland & Islands Ecological Region and District, Whangarei, Mt Tiger Forest, limestone area",-35.721667,174.3875,,,200m,,,,,,,,AK,AK,AK307012,
1897788113,Metrosideros robusta A.Cunn.,Myrtaceae,P J de Lange|P B Cashmore,,2007-12-08,,NZ,,,,"New Zealand, North Island, Northern Volcanic Plateau Ecological Region, Rotorua Ecological District, Rotorua, Kuiarau Park",-38.134444,176.243333,,,300m,,,,,,,,AK,AK,AK303714,
1897789641,Metrosideros excelsa Sol. ex Gaertn.,Myrtaceae,M E Young,,2007-12-11,,NZ,,,,"New Zealand, North Island, Auckland Ecological Region, Rodney Ecological District, Tawharanui Regional Park, Kawau Bay",-36.378889,174.838056,,,2m,,,,,,,,AK,AK,AK306435,
3709171007,Metrosideros excelsa Sol. ex Gaertn.,Myrtaceae,"Halbertsma, RL",Gremmen-T07019,2007-12-05,,ZA,Western Cape,,"St. Helena, Tristan da Cunha, settlement plain. Settlement of Edinburgh, new lavafield E of village.",,-32.875,18.125,,,,,,,,,,,NBG,,NBG0250086-0,
438246201,Metrosideros Banks ex Gaertn.,Myrtaceae,"Veillon, J.M.|Whitaker, A.H.",,1998-12-10,,NC,,,,La Roche Ouaième,,,,900.0,,,,,"Arbrisseau de 1 mètre, fleurs rouges",Pillon,,,MNHN,P,P00467807,hb
438246202,Metrosideros whitakeri J.W.Dawson,Myrtaceae,"Veillon, J.M.|Whitaker, Leg : A.H.",,1998-12-10,,NC,,,,La Roche Ouaième,,,,950.0,,,,,"Arbrisseau de 1 m; port étalé, vieux fruits",Pillon,,,MNHN,P,P00467808,hb
438292610,Metrosideros cherrieri J.W.Dawson,Myrtaceae,"Veillon, J.M.|Whitaker, A.H.",,1998-12-10,,NC,,,,La Roche Ouaième,,,,950.0,,,,,Arbuste de 2 mètres; port en boule; vieux fruits,Pillon,,,MNHN,P,P00467809,hb
1091145187,Metrosideros perforata (J.R.Forst. & G.Forst.) A.Rich.,Myrtaceae,Kerry A Ford,,1998-12-14,14-DEC-1998,NZ,Nelson Land District,,,"base of Farewell Spit, near Pillar Point",-40.50821,172.710588,,100.0,100,"Very exposed ridge crest; scrambling over boulder; windshorn vegetation, low.",,,,Kerry A. Ford,1998-12-14T00:00:00,,CHR,CHR,CHR 530167,
1091319051,Metrosideros perforata (J.R.Forst. & G.Forst.) A.Rich.,Myrtaceae,Kerry A Ford,,1998-12-14,14-DEC-1998,NZ,Nelson Land District,,,"Paturau River, south of Whanganui Inlet",-40.65227,172.450475,,20.0,20,"Forest edge on roadside, slope below large limestone bluffs.",,,,Kerry A. Ford,1998-12-14T00:00:00,,CHR,CHR,CHR 530168,
1897616156,Metrosideros excelsa Sol. ex Gaertn.,Myrtaceae,S D Wright,,1998-12-03,,NZ,,,,"New Zealand, North Island, Eastern Northland & Islands Ecological Region and District, Kaeo, 15 m from State Highway 10 bridge over Kaeo River",-35.083333,173.766667,,,5m,,,,,,,,AK,AK,AK237230,
1897616181,Metrosideros excelsa Sol. ex Gaertn.,Myrtaceae,S D Wright,,1998-12-03,,NZ,,,,"New Zealand, North Island, Te Paki Ecological Region and District, Taupotupotu Bay, western end of beach",-34.433333,172.716667,,,0m,,,,,,,,AK,AK,AK237229,
1897620450,Metrosideros excelsa Sol. ex Gaertn.,Myrtaceae,S D Wright,,1998-12-03,,NZ,,,,"New Zealand, North Island, Eastern Northland & Islands Ecological Region and District, Ruakaka, Ruakaka beach road, east of cutting before bridge",-35.9,174.45,,,5m,,,,,,,,AK,AK,AK237231,
1897622807,Metrosideros cherrieri J.W.Dawson,Myrtaceae,A H Whitaker,,1998-12-10,,NC,,,,"New Caledonia, Ton Non Ridge . .",-21.25,165.416667,200000.0,,970m,,,,,,,,AK,AK,AK236947,
1897635560,Metrosideros cherrieri J.W.Dawson,Myrtaceae,A H Whitaker,,1998-12-10,,NC,,,,"New Caledonia, Roches De Ouaieme",-20.636944,164.869444,1000.0,,970m,,,,,,,,AK,AK,AK236945,
1897640602,Metrosideros Banks ex Gaertn.,Myrtaceae,A H Whitaker,,1998-12-10,,NC,,,,"New Caledonia, Ton Non Ridge",-21.25,165.416667,200000.0,,970m,,,,,,,,AK,AK,AK236949,
1897640636,Metrosideros porphyrea Schltr.,Myrtaceae,A H Whitaker,,1998-12-10,,NC,,,,"New Caledonia, Ton Non Ridge",-21.25,165.416667,200000.0,,970m,,,,,,,,AK,AK,AK236950,
1897659325,Metrosideros excelsa Sol. ex Gaertn.,Myrtaceae,S D Wright,,1998-12-03,,NZ,,,,"New Zealand, North Island, Eastern Northland & Islands Ecological Region and District, Mangonui, rest area south of township opposite 200 m sign to *",-35.0,173.533333,,,0m,,,,,,,,AK,AK,AK237228,
1090210045,Metrosideros Banks ex Gaertn.,Myrtaceae,"Jolinon, J.C.",Collector Number: 1347,1987-02-17,17 Feb 1987,PF,,,Mont Marau,"Tahiti, Mont Marau",,,,,1350 m,,,,,,,,BPBM,BISH,719076,
1090285274,Metrosideros collina (Forst.) A.Gray,Myrtaceae,"Florence, J. Jo-Linon, J.C.; Ziarnikn, W.G.",Collector Number: 8074,1987-02-17,17 Feb 1987,PF,,,"FAAA, Mt. Marau, crete du Pic Vert.","Societe: FAAA, Mt. Marau, crete du Pic Vert.",-17.6,-149.533,,,1320 m,"Une des formes de la formation de crete, avec Weinmannia, Myrsine, Ilex.",,"Petit arbre de 4 m et 15 cm de Ø, feuilles vert clair, rameaux plus ou moins retombants, fleurs glabres, rouge vermillon.",,"Florence, J.",1987-01-01T00:00:00,,BPBM,BISH,548198,
1260454663,Metrosideros angustifolius (L.) J.E.Sm.,Myrtaceae,Peter Goldblatt,8489,1987-02-03,,ZA,Cape,,"3419 (Caledon) BB Riviersonderend Mountains, Olifantskloof, entrance to kloof, open dry flats.",,-33.86666,20.03333,,,,,,,,,,,MO,Tropicos,307533,
2435651426,Metrosideros sclerocarpa J.W.Dawson,Myrtaceae,"Telford, I.R.",10332,1987-02-19,,AU,New South Wales,,Track to Mutton Bird Point.,Track to Mutton Bird Point.,-31.55,159.1,10000.0,100.0,,"Gully.  NE aspect.  Clay loam on basalt.  Closed shrub community, Melaleuca howeana.",fruit,Occasional.,"Shrub, 3.5 m.",,,,MEL,MEL,MEL 1555256A,Sheet
2827833687,Metrosideros sclerocarpa J.W.Dawson,Myrtaceae,"Telford, I.R.",10318,1987-02-17,1987-02-17,AU,New South Wales,Lord Howe Island,Erskine Valley.,,-31.5833,159.0833,1000.0,150.0,,"Valley, moderate rocky slope, SW aspect. Clay loam on basalt. low closed forest, Trukia stipulosa, Symplocas candelabrum, Howea belmoreana, Pandanus forsteri.",,"tree, 5 m. Occasional.",,"Telford, I.R.",,,CANB,CANB,CBG 8700792.1,sheet
2828100634,Metrosideros sclerocarpa J.W.Dawson,Myrtaceae,"Telford, I.R.",10332,1987-02-19,1987-02-19,AU,New South Wales,Lord Howe Island,Track to Mutton Bird Point.,,-31.5475,159.0917,1000.0,100.0,,"Gully, NE aspect. Clay loam on basalt. Closed shrub community, Melaleuca howeana.",,"Shrub, 3.5 m. Occasional.",,"Telford, I.R.",,,CANB,CANB,CBG 8700806.1,sheet
2828479970,Metrosideros sclerocarpa J.W.Dawson,Myrtaceae,"Telford, I.R.",10318,1987-02-17,1987-02-17,AU,New South Wales,Lord Howe Island,Erskine Valley.,,-31.5833,159.0833,1000.0,150.0,,"Valley, moderate rocky slope, SW aspect. Clay loam on basalt. low closed forest, Trukia stipulosa, Symplocas candelabrum, Howea belmoreana, Pandanus forsteri.",,"tree, 5 m. Occasional.",,"Telford, I.R.",,,CANB,CANB,CBG 8700792.2,alcohol
3708371109,Metrosideros angustifolius (L.) J.E.Sm.,Myrtaceae,"Goldblatt, P",8489,1987-02-03,,ZA,Western Cape,,CALEDON; RIVIERSONDEREND MTS.; OLIFANTSKLOOF. ENTRANCE TO KLOOF,,-34.125,19.875,,,,,,,,,,,PRE,,PRE0717277-0,
3708554036,Metrosideros angustifolius (L.) J.E.Sm.,Myrtaceae,"Fellingham, AC",1261,1987-02-23,,ZA,Western Cape,,Du Toitskloof. Kromme River. Near lower waterfall.,,-33.375,19.125,,,,river/stream bank,,,,"Beyers, J",,,NBG,,NBG0263126-0,
3709017102,Metrosideros angustifolius (L.) J.E.Sm.,Myrtaceae,"Fellingham, AC",1261,1987-02-23,,ZA,Western Cape,,DU TOIT'S KLOOF; KROMME RIVER; NR. LOWER WATERFALL. STREAMBANK.,,-33.375,19.125,,,,,,,,,,,PRE,,PRE0700429-0,
4520863892,Metrosideros Banks ex Gaertn.,Myrtaceae,Dr Jacques Florence|J Jo-Linon|W Ziarnik,8076,1987-02-17,17 Feb 1987,PF,,,"Faaa, Mt Marau, Crete du Pic Vert. [Mount Marau, ridge of Pic Vert]",,-17.6,-149.53,,1300.0,,"Rare en formation de crete, avec Weimannia et Myrsine. [Rare in formation of ridge, with Weimannia and Myrsine.]",,,"[Map co-ordinates are derived, and only approximate.]",,,,NMNZ,WELT,SP101771,
2514336904,Metrosideros villosa (L.fil.) Sm.,Myrtaceae,Stuessy TS,"Stuessy, TS 6102",1982-05-29,,US,,,"23 mi S of Hilo on rte 11 to Volcanoes Park, then 0.5 mi N on small old paved road.",,,,,,,,,,,,,,,Botany,L.2522310,
2514389921,Metrosideros collina (Forst.) A.Gray,Myrtaceae,Balgooy MMJ van; Stuessy TS,"Balgooy, MMJ van; Stuessy, TS 4139",1982-05-23,,US,Oahu,,"Haw. Isl. Oahu, Waahila Ridge.",,,,,,,,,,,,,,,Botany,L.2522761,
2516221810,Metrosideros villosa (L.fil.) Sm.,Myrtaceae,Stuessy TS,"Stuessy, TS 6139",1982-05-30,,US,,,25.8 m W of Hilo on rte 20 (saddle road).,,,,,,,,,,,,,,,Botany,L.2522309,
2516439814,Metrosideros collina (Forst.) A.Gray,Myrtaceae,Balgooy MMJ van; Stuessy TS,"Balgooy, MMJ van; Stuessy, TS 4142",1982-05-23,,US,,,"Haw. Isl. Oahu, Waahila Ridge above recreation area.",,,,,,,,,,,,,,,Botany,L.2522763,
2516440795,Metrosideros collina (Forst.) A.Gray,Myrtaceae,Balgooy MMJ van; Stuessy TS,"Balgooy, MMJ van; Stuessy, TS 4139",1982-05-23,,US,Oahu,,"Haw. Isl. Oahu, Waahila Ridge.",,,,,,,,,,,,,,,Botany,L.2522762,
2516467789,Metrosideros villosa (L.fil.) Sm.,Myrtaceae,Stuessy TS,"Stuessy, TS 6102",1982-05-29,,US,,,"23 mi S of Hilo on rte 11 to Volcanoes Park, then 0.5 mi N on small old paved road.",,,,,,,,,,,,,,,Botany,L.2522311,
4858954502,Metrosideros polymorpha Gaudich.,Myrtaceae,"Balgooy, V.; Stuessy",4142,1982-05-23T00:00,,,,,"Haw. Isl. Oahu, Waahila Ridge above recreation area",,,,,450.0,,,,,,,,,K,Herbarium,K004400479,
4858981977,Metrosideros polymorpha Gaudich.,Myrtaceae,"Balgooy, V.; Stuessy",4139,1982-05-23T00:00,,,,,"Haw. Isl, Oahu, Waahila Ridge",,,,,550.0,,,,,,,,,K,Herbarium,K004400480,
4982810923,Metrosideros kermadecensis W.R.B.Oliv.,Myrtaceae,"Wilcox, M.D.",,1982-05-13,,NZ,North Island,Wellington,Lower Hutt,,-41.2355,174.91,,,,,,"Cultivated trees in Hutt Park Camping Ground. Trees 4-6m tall, multi-stemmed. In flower. Growing in mixture with M. tomentosa (bigger leaves & not flowering). A good seed source.",,"Wilcox, M.D.",1982-05-13T00:00:00,,NZFRI,,NZFRI 12110,
5294407515,Metrosideros collina (Forst.) A.Gray,Myrtaceae,"Florence, J.",3158,1982-05-18T00:00,,PF,,,Archipel: Societe; Tahiti; Vallée de la Vihiria. Petit plateau sous le col d'U-rufaau,,-17.666667,-149.416667,,540.0,,,,,,,,,K,Herbarium,K004400404,
5956188996,Metrosideros polymorpha Gaudich.,Myrtaceae,"Pratt, L.W.; Anderson, S.",1256,1982-05-31,31-May-82,US,Hawaii,,"Kamokou Preserve, Kupai`a Gulch, East Moloka`i.",,,,,914.0,3000 ft,Gulch in montane Metrosideros/native shrubland,,Tree with red flowers.,,,,NotAType,BISH,,789758,
5956261477,Metrosideros polymorpha Gaudich.,Myrtaceae,"Pratt, L.W.; Anderson, S.",1247,1982-05-30,30-May-82,US,Hawaii,,"Kamokou Preserve, ridge between Kupai`a and Kaunakakai Gulches, East Moloka`i.",,,,,975.0,3200 ft,Dry shrubland of native shrubs and both native and alien grasses.,,Small tree with red flowers.,,,,NotAType,BISH,,789769,
5956263502,Metrosideros polymorpha var. polymorpha,Myrtaceae,"Davis, J.",834,1982-05-27,27-May-82,US,Hawaii,,Pepeopae Bog,,21.1189,-156.90577,1028.0,1256.0,4120 ft,"Co-dominant shrub with f. prostrata. Associated with Coprosma, Styphelia, Vaccinium calycinum, Machaerina, Dicranopteris, and hummocks of Oreobolus and Panicum isachnoides.",,SESP; 3' tall. Flowers red.,,"Herrmann, S.",,NotAType,BISH,,657663,
37572949,Metrosideros polymorpha var. macrophylla (Rock) H.St.John,Myrtaceae,"Adee, W.",Collector Number: s.n.,1978-06-23,23 Jun 1978,US,Hawaii,,Kukuau 2: Hilo Forest Reserve Site 18 OS,[Hawaiian Islands; U.S.A.; Hawai`i; Kukuau 2: Hilo Forest Reserve Site 18 OS.],19.6833,-155.217,,,2600 ft,"Ohia wetland dieback. Soils are composed of an organic/ash and are moderately shallow with poor drainage, found over a pahoehoe lava flow. Primary vegetation: Metrosideros polymorpha, Acacia koa, Cheirodendron trigynum, Antidesma platyphyllum, Ilex anomala, Pelea clusiifolia.",,,,"Herbst, D.R.",1990-10-08T00:00:00,,BPBM,BISH,576807,
1091298181,Metrosideros colensoi Hook.fil.,Myrtaceae,Tony Druce,,1978-06,JUN-1978,NZ,Wellington Land District,,,"East Wairarapa, south-east of Round Top, south Pahaoa Gorge, Taipos",-41.373874,175.669603,,426.72,1400 ft,cliff (sandstone),,,,Anthony P. Druce,1978-06-01T00:00:00,,CHR,CHR,CHR 323937,
4520924957,Metrosideros collina (Forst.) A.Gray,Myrtaceae,Philippe Morat,6055,1978-06-20,20 Jun 1978,VU,Tanna,,"Tanna [Island], Flancs E. du Toukosmereu [Flank East of Toukosmereu].",,-19.582919,169.383345,,,,,,,"[Map co-ordinates are derived, and only approximate.]",,,,NMNZ,WELT,SP101792,
5956232484,Metrosideros polymorpha Gaudich.,Myrtaceae,"Adee, K.T.",s.n.,1978-06-09,9-Jun,US,Hawaii,,"Waiakea, Upper Waiakea Forest Reserve, Site 16 OS",,19.566667,-155.216667,,981.0,3220 ft,"Ohia wetland dieback. Soil a moderately shallow poorly drained organic/ash found on a pahoehoe flow. Many areas have water near or at the surface. Primary vegetation: Metrosideros polymorpha, Cheirodendron trigynum, Myrsine lessertiana, etc.",,,,"Herbst, D.R.",,NotAType,BISH,,576811,
5956259053,Metrosideros polymorpha Gaudich.,Myrtaceae,"Adee, K.T.",s.n.,1978-06-20,20-Jun-78,US,Hawaii,,"Kukuau 2, Hilo Forest Reserve, Site 17 OS",,19.683333,-155.216667,,780.0,2560 ft,"Ohia wetland dieback. Soil a moderately shallow and poorly drained organic/ash type found on a pahoehoe flow. Most areas have water at or near the surface. There are some well drained hummocks. Primary vegetation: Metrosideros polymorpha, etc.",,,,"Herbst, D.R.",,NotAType,BISH,,576808,
5956291927,Metrosideros polymorpha Gaudich.,Myrtaceae,"Adee, K.T.",s.n.,1978-06-23,23-Jun-78,US,Hawaii,,"Kukuau 2, Hilo Forest Reserve, Site 18 OS",,19.683333,-155.216667,,792.0,2600 ft,"Ohia wetland dieback. Soil organic/ash moderately shallow and poorly drained on pahoehoe flow. Primary vegetation: Metrosideros polymorpha, Acacia koa, Cheirodendron trigynum, Pelea clusiifolia, Antidesma platyphyllum, Ilex anomala.",,,,"Herbst, D.R.",,NotAType,BISH,,576806,
5956310622,Metrosideros polymorpha Gaudich.,Myrtaceae,"Adee, K.T.",s.n.,1978-06-09,9-Jun-78,US,Hawaii,,"Waiakea, Site 16 OS Upper Waiakea Forest Reserve",,,,,981.0,3220 ft,"Primary vegetation: Metrosideros polymorpha, Cheirodendron trigynum, Myrsine lessertiana, Ilex anomala, Gouldia sp., Perrottetia sandwicensis. Ohia wetland dieback. Soils are an organic/ash which is moderately shallow and poorly drained on a pahoehoe flow. Some water is found at or near the surface.",,,,"Herbst, D.R.",,NotAType,BISH,,576611.2,
5956360372,Metrosideros polymorpha var. macrophylla (Rock) H.St.John,Myrtaceae,"Adee, W.",s.n.,1978-06-23,23-Jun-78,US,Hawaii,,Kukuau 2: Hilo Forest Reserve Site 18 OS,,19.683333,-155.216667,,792.0,2600 ft,"Ohia wetland dieback. Soils are composed of an organic/ash and are moderately shallow with poor drainage, found over a pahoehoe lava flow. Primary vegetation: Metrosideros polymorpha, Acacia koa, Cheirodendron trigynum, Antidesma platyphyllum, Ilex anomala, Pelea clusiifolia.",,,,"Herbst, D.R.",,NotAType,BISH,,576807,
5956591745,Metrosideros polymorpha Gaudich.,Myrtaceae,"Jacobi, J.D.",JDJ 1021,1978-06-25,25-Jun-78,US,Hawaii,,"Puuanahulu Ahupuaa, N slope of Mauna Loa and E of Hualalai, N from W edge of Pohakuloa Training Area in Puuanahulu, Transect 44, Station 41",,,,,1291.0,4234 ft,"Dry exotic grassland with some native shrubs, scattered ohia and other native trees.",,"UTM Zone 4 NAD 83, Xcoord 842,468, Ycoord 2,187,288; in flower.",,,,NotAType,BISH,,801340,
37573154,Metrosideros polymorpha Gaudich.,Myrtaceae,"Jacobi, J.D.",Collector Number: JDJ 1094,1978-07-15,15 Jul 1978,US,Hawaii,,"Kau District, Kahuku AHU. Tr 74(32); SW slopes of Mauna Loa, S of Kipuka Noa between 1887 and 1907 lava flows","[Hawaiian Islands; U.S.A.; Hawai`i; Ka`u District, Kahuku AHU.  Tr 74(32); SW slopes of Mauna Loa, S of Kipuka Noa between 1887 and 1907 lava flows.]",19.0667,-155.733,,,2270 ft,Dry `ohi`a forest with mixed native trees and a native shrub-exotic grass-shrub understory. Growing on `a`a.,,,,W.L.Wagner; D.R.Herbst; S.H.Sohmer,1989-01-01T00:00:00,,BPBM,BISH,462112,
5956606076,Metrosideros polymorpha Gaudich.,Myrtaceae,"Harrison, B.",108,1972-07-28,28-Jul-72,US,Hawaii,,"East Maui, Hana District, S fork of Waiohonu",,,,,1006.0,3300 ft,On ridge above stream with Pelea and Dicranopteris.,,,,"Dawson, J.W.",,NotAType,BISH,,429042,
37568041,Metrosideros polymorpha Gaudich.,Myrtaceae,"Herat, T. Wirawan, N.",Collector Number: 125,1972-08-12,12 Aug 1972,US,Hawaii,,"Hauula, jeep trail to mountain foot trail, above Kahana Bay","[Hawaiian Islands; U.S.A.; O`ahu; Hauula, jeep trail to mountain foot trail, above Kahana Bay]",,,,,200 ft,,,,,D.R.Herbst; S.H.Sohmer; W.L.Wagner,1989-01-01T00:00:00,,BPBM,BISH,407782,
1091143095,Metrosideros diffusa (G.Forst.) Sm.,Myrtaceae,Lucy Beatrice Moore,,1972-08-22,22-AUG-1972,NZ,North Auckland Land District,,,"Great Barrier Island, Pack Track",-36.219,175.395,,,,Cut-over kauri forest.,,,,D. J. Campbell,1988-11-30T00:00:00,,CHR,CHR,CHR 232944,
1091155691,Metrosideros robusta A.Cunn.,Myrtaceae,Lucy Beatrice Moore,,1972-08-23,23-AUG-1972,NZ,North Auckland Land District,,,"Great Barrier Island, Trig Track",-36.24074,175.395422,,,,Cut-over forest.,,,,D. J. Campbell,1985-03-07T00:00:00,,CHR,CHR,CHR 232982,
1091165627,Metrosideros parkinsonii Buchanan,Myrtaceae,D Court,,1972-08-25,25-AUG-1972,NZ,North Auckland Land District,,,"Great Barrier Island, Mount Hobson",-36.185542,175.412776,,,,,,,,Lucy B. Moore,1972-08-25T00:00:00,,CHR,CHR,CHR 232869,
1091244587,Metrosideros fulgens Sol. ex Gaertn.,Myrtaceae,Lucy Beatrice Moore,,1972-08-22,22-AUG-1972,NZ,North Auckland Land District,,,"Great Barrier Island, Pack Track",-36.24074,175.395422,,,,Cut over kauri forest.,,,,D. J. Campbell,1988-11-30T00:00:00,,CHR,CHR,CHR 232943,
1091257245,Metrosideros albiflora Sol. ex Gaertn.,Myrtaceae,D Court,,1972-08-25,25-AUG-1972,NZ,North Auckland Land District,,,"Great Barrier Island, Mount Hobson",-36.185,175.412,,,,,,,,Lucy B. Moore,1972-08-25T00:00:00,,CHR,CHR,CHR 232866,
1091258399,Metrosideros umbellata Cav.,Myrtaceae,Lucy Beatrice Moore,,1972-08-26,26-AUG-1972,NZ,North Auckland Land District,,,"Great Barrier Island, Mount Hobson track",-36.24074,175.395422,,549.0,549,Short scrubby forest on ridge.,,,,Lucy B. Moore,1972-08-26T00:00:00,,CHR,CHR,CHR 232867,
1091285646,Metrosideros perforata (J.R.Forst. & G.Forst.) A.Rich.,Myrtaceae,Lucy Beatrice Moore,,1972-08-23,23.8.1972,NZ,North Auckland Land District,,,"Trig track, Whangaparapara",-36.240772,175.39309,,,,Low epiphyte in forest.,,,,D. J. Campbell,1988-11-30T00:00:00,,CHR,CHR,CHR 232981,
1091293063,Metrosideros albiflora Sol. ex Gaertn.,Myrtaceae,Lucy Beatrice Moore,,1972-08-26,26-AUG-1972,NZ,North Auckland Land District,,,"Great Barrier Island, Mount Hobson track",-36.182,175.394,,548.64,c. 1800 ft,Short shrubby forest on ridge.,,,,Lucy B. Moore,1972-08-26T00:00:00,,CHR,CHR,CHR 232864,
