id,file,lat,lon,date,time,caption,location
1,PXL_20230123_042804312.jpg,35.03977,135.72822,2023-01-23,13:28:00,Golden Temple,"1 Kinkakujichō, Kita Ward, Kyoto, 603-8361, Japan"
2,PXL_20230123_054126650.jpg,35.03458,135.71818,2023-01-23,14:41:00,Zen garden,"13 Ryōanji Goryōnoshitachō, Ukyo Ward, Kyoto, 616-8001, Japan"
3,PXL_20230125_002711254.jpg,34.30219,132.32018,2023-01-25,09:27:00,Torii viewed from the ocean,"739 Miyajimachō, Hatsukaichi, Hiroshima 739-0588, Japan"
4,PXL_20230125_095020024.jpg,32.75034,129.87425,2023-01-25,18:50:00,Skewer dinner (items awaiting the grill),"6-18 Ebisumachi, Nagasaki, 850-0056, Japan"
5,PXL_20230126_053234338.jpg,31.58417,130.5432,2023-01-26,14:32:00,NA,"Japan, 〒890-0053 Kagoshima, Chūōchō, 鹿児島中央駅"
6,PXL_20230126_085336332.jpg,31.58999,130.55465,2023-01-26,17:53:00,Fancy dinner at hotel,"3-2 Sennichichō, Kagoshima, 892-0843, Japan"
